bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Wellness","/explore/wellness","/projects/care-for-the-unpaid-caregiver","2020-01-18T23:59:59-08:00","USD","5785","0.02314","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ytdgi9psi8xg5qinmntj.jpg","false","false","null","2019-11-19T00:00:00-08:00","null","null","null","null","null","2527005","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Real Time Support For Families Caring for Aging Loved Ones","[""community"",""social innovations"",""family"",""websites""]","Care For The Unpaid Caregiver"
"null","Culture","/explore/culture","/projects/caroline-dormon-state-historical-marker-funding","2020-10-03T23:59:59-07:00","USD","3865","1.086285714286","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bm8mrfhwfcl9xvc0kdcx.jpg","false","false","null","2020-09-03T00:00:00-07:00","null","null","null","null","null","2622780","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help fund for a state historical marker for underrepresented female pioneer, Caroline Dormon.","[""female founders"",""books"",""community"",""garden""]","Caroline Dormon State Historical Marker Funding"
"null","Food & Beverages","/explore/food-beverages","/projects/coffee-is-our-love-language-let-s-share-the-love","2020-11-17T23:59:59-08:00","USD","1513","0.06052","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/azl4wv4i3ozjsqkph6rb.jpg","false","false","null","2020-10-03T00:00:00-07:00","null","null","null","null","null","2631872","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Skipper's Brew wants to spread the coffee love into a 2nd location. Help us to achieve our mission!","[""coffee"",""community"",""lgbtq""]","Coffee is our love language! Let's share the love!"
"null","Productivity","/explore/productivity","/projects/support-development-of-card-app","2020-09-10T23:59:59-07:00","GBP","200","0.01","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/uroftc5fpkgxrnbhjeaj.jpg","false","false","null","2020-08-11T00:00:00-07:00","null","null","null","null","null","2622427","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Replace awkward contact exchange and multiple usernames with a simple QR code or personal link.","[""apps"",""students"",""community"",""social innovations""]","Support development of Card App"
"null","Wellness","/explore/wellness","/projects/let-s-get-salty","2017-11-16T23:59:59-08:00","USD","274","0.001481081081","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vkolhyfmvdynley1ifzo.jpg","false","false","null","2017-10-12T07:59:53-07:00","null","null","null","null","null","2231131","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","To open our doors and help those struggling daily to feel better and BE better.","[""books""]","Let's Get Salty!"
"null","Photography","/explore/photography","/projects/photography-editorial-course-with-nick-knight","2015-08-30T23:59:59-07:00","GBP","25","0.027777777778","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/w5bzec7mq6njd68noi9b.jpg","false","false","null","2015-08-02T16:39:33-07:00","null","null","null","null","null","1380274","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Opportunity to learn all Nick has learned in his lifetime about photography & the fashion industry","[""other""]","Photography Editorial Course With Nick Knight"
"null","Food & Beverages","/explore/food-beverages","/projects/high-protein-superfood-pasta-goes-gluten-free","2020-10-07T23:59:59-07:00","CHF","1806","1.146","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mehjgdo631v3icpyibd1.jpg","true","false","null","2020-09-18T00:00:00-07:00","null","null","null","null","null","2624002","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An easy to digest nutrient-packed pasta with high protein content!","[""food""]","High Protein Superfood pasta goes gluten-free!"
"null","Dance & Theater","/explore/dance-theater","/projects/y-e-t-i-s-production-of-the-good-doctor","2015-06-01T23:59:59-07:00","USD","1370","0.685","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/djxyiaqbeswwxv3xsj2p.jpg","false","false","null","2015-04-24T15:40:09-07:00","null","null","null","null","null","1221424","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help support the Youth Ensemble Theatre Inc.'s first production of Neil Simon's ""The Good Doctor""!","[""other""]","Y.E.T.i.'s production of The Good Doctor"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/solar-power-unit-for-low-power-systems","2019-01-12T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sqfu30o0fpw9owbrc7cx.jpg","false","false","null","2018-11-13T00:00:00-08:00","null","null","null","null","concept","2408769","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A time switching battery powered solar charger circuit for low power systems.","[""solar"",""arduino""]","Solar power unit for low power systems"
"null","Transportation","/explore/transportation","/projects/jupiter-bike--3","2017-08-13T23:59:59-07:00","USD","709","0.004726666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cmfeet8zkccth4inqonn.jpg","false","false","null","2017-06-14T06:47:27-07:00","null","null","null","null","null","2143454","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Jupiter Bike - The World's Smartest folding electric bike.","[""social innovations"",""bikes""]","JUPITER BIKE"
"null","Food & Beverages","/explore/food-beverages","/projects/kaixin-cooking--2","2019-03-19T23:59:59-07:00","USD","3660","1.181666666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lhnq21bc8bhjolkey2fa.jpg","false","false","null","2019-02-17T00:00:00-08:00","null","null","null","null","null","2468591","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Healthy Chinese Food to Smile About","[""food"",""community"",""kitchen""]","Kaixin Cooking"
"null","Film","/explore/film","/projects/miranda-s-marionettes","2019-05-18T23:59:59-07:00","USD","5205","0.08675","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ilb5dddljyryrjiwqjpk.jpg","false","false","null","2019-03-19T00:00:00-07:00","null","null","null","null","null","2461935","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A musical about a young puppeteer who finds a mentor who pushes her to strive in her creative world.","[""drama""]","Miranda's Marionettes"
"null","Music","/explore/music","/projects/youth-philharmonic-orchestra-camp-golubac-2017--2","2017-08-18T23:59:59-07:00","USD","909","0.303","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sgzsxafqdpcgcwzaftlh.jpg","false","false","null","2017-07-19T13:09:53-07:00","null","null","null","null","null","2169575","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Supporting young orchestra classical musicians and development of orchestral music in Serbia","[""other""]","Youth Philharmonic orchestra camp - Golubac 2017"
"null","Art","/explore/art","/projects/unstolen-dignity","2019-03-26T23:59:59-07:00","USD","117","0.0468","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x1g3upmowtlbx4irzmpc.jpg","false","false","null","2019-02-04T00:00:00-08:00","null","null","null","null","null","2447844","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","“Recognizing the contributions of enslaved African Americans through art.”","[""community""]","Unstolen Dignity"
"null","Art","/explore/art","/projects/lampshade-communal-space-to-explore-create-be","2015-10-04T23:59:59-07:00","USD","2662","0.05324","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yg7wzvoburl10tj8g25t.jpg","false","false","null","2015-09-04T12:06:04-07:00","null","null","null","null","null","1364617","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","come, focus your light. let's shine bright, together.","[""other""]","Lampshade - Communal Space to explore. create. Be."
"null","Film","/explore/film","/projects/the-terrible-adventure--4","2018-08-30T23:59:59-07:00","USD","419","0.016762011441","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zdxik04le2ttxsvrrhfk.jpg","false","false","null","2018-07-31T05:20:49-07:00","null","null","null","null","null","2403608","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A family fun comedic feature film!","[""kids"",""adventure"",""comedy"",""drones"",""cars""]","The Terrible Adventure"
"null","Podcasts, Blogs & Vlogs","/explore/podcasts-blogs-vlogs","/projects/freaky-franchise","2017-08-04T23:59:59-07:00","USD","500","1","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lrbkyfbrj37j9e9qrviz.jpg","false","false","null","2017-07-05T06:26:35-07:00","null","null","null","null","null","2153236","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Horror Movie Podcast","[""horror"",""horror""]","Freaky Franchise"
"null","Music","/explore/music","/projects/seth-brand-desert-mountain-tour-2019","2019-03-04T23:59:59-08:00","USD","1223","0.4892","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xuvri83wpjoymwlsrmar.jpg","false","false","null","2019-02-11T00:00:00-08:00","null","null","null","null","null","2470079","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Seth and Sara are gearing up for a 3 month tour out west!","[""album"",""band"",""music video""]","Seth Brand Desert Mountain Tour 2019"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/it-had-to-be-lou-lgbt-sitcom-pilot","2020-04-13T23:59:59-07:00","USD","2760","0.276","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vjekllavvacdvcyw4o7k.jpg","false","false","null","2020-02-13T00:00:00-08:00","null","null","null","null","null","2572956","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A modern gay twist on a comedy classic!","[""comedy"",""lgbtq"",""romance""]","It Had to Be Lou - LGBT Sitcom pilot"
"null","Dance & Theater","/explore/dance-theater","/projects/cockpit-fengari-ensemble","2016-05-06T23:59:59-07:00","USD","1020","0.185454545455","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qzk0iz1jwkjrrqccmai3.jpg","false","false","null","2016-04-06T13:31:12-07:00","null","null","null","null","null","1653321","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","COCKPIT examines the impossibility of finding safety through security in the US.","[""other""]","COCKPIT - FENGARI Ensemble"
"null","Food & Beverages","/explore/food-beverages","/projects/togo-mke-prepared-meals-growth-fund","2019-05-29T23:59:59-07:00","USD","650","0.013","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dj6hmo52zhlwjfxancra.jpg","false","false","null","2019-03-30T00:00:00-07:00","null","null","null","null","null","2471316","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","TOGO MKE - Good Food: From Milwaukee, For Milwaukee
Prepared Meals that Connect the Community","[""food"",""community"",""female founders"",""first-time founders"",""kitchen""]","TOGO MKE Prepared Meals Growth Fund"
"null","Health & Fitness","/explore/health-fitness","/projects/nuvoe-upgrade-your-bottle-with-water-purification","2020-12-09T23:59:59-08:00","AUD","150276","5.79764","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/o1jx2jmq7ppqulnzrqlx.jpg","true","false","null","2020-12-08T23:59:59-08:00","null","null","null","null","null","2646964","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Freshen your drinking water & clean your bottle all day long with the power of UV-C light.","[""water"",""bottles"",""hiking"",""camping"",""yoga""]","Nuvoe: Upgrade your bottle with water purification"
"null","Environment","/explore/environment","/projects/stop-it-at-source-plastic-pollution-in-amazonas","2019-06-18T23:59:59-07:00","EUR","270","0.054","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mtz5eisv6ytlijwovfy6.jpg","false","false","null","2019-04-19T00:00:00-07:00","null","null","null","null","null","2492669","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Millions of river-people discard their plastics strait in the rivers of pure convenience.  StopThis!","[""community"",""design"",""social innovations"",""magazines"",""first-time founders""]","Stop It At Source: Plastic pollution in Amazonas"
"null","Wellness","/explore/wellness","/projects/fibromyalgia-fights-on-supportfibro","2019-05-23T23:59:59-07:00","USD","1808","0.1808","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eb87u8eoxqju58fx7kkc.jpg","false","false","null","2019-04-18T00:00:00-07:00","null","null","null","null","null","2486826","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Expand patient and provider education, inspire new researchers, and increase advocacy.","[""community"",""female founders"",""family""]","Fibromyalgia Fights On - #SupportFibro"
"null","Dance & Theater","/explore/dance-theater","/projects/support-anna-kohler-s-mytho-lure-of-wildness","2016-10-30T23:59:59-07:00","USD","620","0.31","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qf05i7abbcftf935oayq.jpg","false","false","null","2016-09-21T04:25:39-07:00","null","null","null","null","null","1898556","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help Anna present her new work, 'MYTHO? Lure of Wildness' in Boston this October.","[""other""]","Support Anna Kohler's 'MYTHO? Lure of Wildness'"
"null","Tabletop Games","/explore/tabletop-games","/projects/whistler-ski-resort-puzzle-community-fundraiser","2020-08-29T23:59:59-07:00","CAD","21733","1.014789473684","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lprqi1tjfktuwqfbhgwa.jpg","true","false","null","2020-06-30T00:00:00-07:00","null","null","null","null","null","2611807","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An epic jigsaw challenge for all powderhounds to help raise money for Whistler Community Services","[""sports"",""community"",""camping"",""design"",""animation""]","Whistler Ski Resort Puzzle Community Fundraiser"
"null","Human Rights","/explore/human-rights","/projects/stop-human-trafficking-child-slavery","2019-08-28T23:59:59-07:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/soagaqx3ol0mk6lrhfop.jpg","false","false","null","2019-06-29T00:00:00-07:00","null","null","null","null","null","2520042","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Breaking the cycle of slavery in Pakistani brick kilns","[""social innovations""]","Stop Human Trafficking & Child Slavery"
"null","Human Rights","/explore/human-rights","/projects/help-us-internationalize-the-catalan-cause","2017-11-12T23:59:59-08:00","EUR","982","1.964","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/of1qzsszp9khxoft5daf.jpg","false","false","null","2017-11-02T07:09:27-07:00","null","null","null","null","null","2257617","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We need to get people from all over the world to know what is happening in Catalonia.","[""other""]","Help us internationalize the Catalan cause!"
"null","Phones & Accessories","/explore/phones-accessories","/projects/boltivate-wireless-wi-fi-smart-lock","2016-10-14T23:59:59-07:00","USD","6311","0.350611111111","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bkeogmqleawg7fhrhxmt.jpg","false","false","null","2016-08-15T15:45:03-07:00","null","null","null","null","null","1860451","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The easiest way to automate your home, with no installation, and limitless range, all at $35","[""wireless"",""smart phones"",""smart home""]","Boltivate Wireless Wi-Fi Smart Lock"
"null","Art","/explore/art","/projects/a-new-kind-of-online-art-school","2015-12-20T23:59:59-08:00","USD","135","0.0135","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xs48smh388dx0vgjtm1f.jpg","false","false","null","2015-10-21T11:26:48-07:00","null","null","null","null","null","1500868","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Art, Learning, Motivation, Youth Advocacy, All Round place to Enjoy the gift of Learning!","[""other""]","A New Kind of Online Art School"
"null","Film","/explore/film","/projects/american-lightning","2021-01-02T23:59:59-08:00","USD","3450","1.143333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/a304oko7n5rvtdpzdygh.jpg","true","false","null","2020-11-13T00:00:00-08:00","null","null","null","null","null","2641612","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An independent art film about a brain-damaged artist living in isolation.","[""indie"",""drama"",""comedy""]","American Lightning"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/norwegianwoodpickers","2015-07-19T23:59:59-07:00","USD","1202","0.2404","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hcgcu0mcnl9pexexygur.jpg","false","false","null","2015-05-20T02:01:42-07:00","null","null","null","null","null","1152807","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Handcrafted high-end tone changing picks for guitarists...","[""other""]","NorwegianWoodPickers"
"null","Transportation","/explore/transportation","/projects/startup-fundraiser-to-get-back-to-work","2021-01-22T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/okpz01c37ip0bcynyvu5.jpg","false","false","null","2020-11-23T00:00:00-08:00","null","null","null","null","concept","2644841","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The startup cost for a down payment for required Sprinter van to get back to haul Expedited freight","[""community"",""other"",""professional""]","Startup Fundraiser to get back to Work"
"null","Home","/explore/home","/projects/havenize-the-digital-revolution-of-real-estate","2016-08-04T23:59:59-07:00","USD","110","0.007333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/u6lhm0lfwaukzlm1x3sw.jpg","false","false","null","2016-06-05T18:42:13-07:00","null","null","null","null","null","1597703","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Removing the difficulty of For Sale By Owner; Havenize simplifies the real estate transaction!","[""other""]","Havenize - The digital revolution of real estate"
"null","Web Series & TV Shows","/explore/web-series-tv-shows","/projects/liv-luv-liv","2018-05-08T23:59:59-07:00","USD","2265","0.503333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fsmebrye09guibmaivec.jpg","false","false","null","2018-03-19T17:33:55-07:00","null","null","null","null","null","2320082","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A livestream benefit show in support of the School District of Philadelphia, hosted by the Ruba Club","[""other""]","Liv Luv Līv"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/cy-family-luggage-tag","2016-06-27T23:59:59-07:00","USD","9","0.013062409289","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ladczjvih53pjwckvnbr.jpg","false","false","null","2016-04-28T04:57:09-07:00","null","null","null","null","null","1738434","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","CY family luggage tag is the secret code for you to  enjoy priority like chief executive's family.","[""luggage""]","CY Family Luggage Tag"
"null","Local Businesses","/explore/local-businesses","/projects/kiskeya-water-park","2016-02-27T23:59:59-08:00","USD","305","0.00122","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/wdbtiv3cggsons0sgfjo.jpg","false","false","null","2015-12-29T12:00:40-08:00","null","null","null","null","null","1541691","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","With your help, Haiti will soon have a new attraction to talk about. Let us make it real !!","[""social innovations""]","Kiskeya Water Park"
"null","Music","/explore/music","/projects/uplift-collective-power-through-song-video","2021-02-21T23:59:59-08:00","USD","535","0.535","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/x8wwmqwpq7qpwmmfponc.jpg","false","false","null","2021-01-12T00:00:00-08:00","null","null","null","null","null","2653766","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","""Our Power"" music video release on 1/20! Join us to celebrate & to sustain long-term justice work!","[""community"",""music video"",""lgbtq""]","Uplift Collective Power through Song & Video"
"null","Culture","/explore/culture","/projects/yes-academy-building-bridges-not-walls","2018-07-29T23:59:59-07:00","USD","540","0.054","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bcq8b2marzlcnfbxqxuc.jpg","false","false","null","2018-06-14T14:45:06-07:00","null","null","null","null","null","2384984","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Broadway,Hip Hop,Voice,Songwriting, and Orchestra for aspiring youth from Iraq, Syria, Lebanon,Egypt","[""community""]","YES Academy: Building Bridges Not Walls"
"null","Transportation","/explore/transportation","/projects/the-am1-electric-bike-it-s-a-bike-with-a-motor","2018-07-08T23:59:59-07:00","USD","487660","13.339630562552","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vazc7jsd2diy9pbc353z.jpg","false","false","null","2018-07-07T23:59:59-07:00","null","null","null","null","shipping","2394763","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The AM1 is a minimal urban electric bike by Analog Motion.","[""bikes"",""e-bikes"",""batteries"",""design"",""scooters""]","The AM1 electric bike - it's a bike with a motor"
"null","Environment","/explore/environment","/projects/green-light-go--3","2016-12-29T23:59:59-08:00","USD","1190","0.02975","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/joqlmwxmnacttm6qme0m.jpg","false","false","null","2016-10-30T07:35:09-07:00","null","null","null","null","null","1933242","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Build a 15 KW Solar Power Grid in rural India to help meet its Paris Climate Summit commitments","[""other""]","GREEN LIGHT, GO!"
"null","Travel & Outdoors","/explore/travel-outdoors","/projects/traveliving-a-romantic-practical-guide","2017-07-10T23:59:59-07:00","USD","1553","0.456764705882","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tridevgykchdz38b3g0l.jpg","false","false","null","2017-06-08T15:41:25-07:00","null","null","null","null","null","1969854","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A travel book that explores the mystery & practicalities of long time, slow travelling.","[""books""]","Traveliving - A Romantic & Practical Guide"
"null","Food & Beverages","/explore/food-beverages","/projects/zou-zou-coffee-machine","2020-11-13T23:59:59-08:00","AUD","5440","0.136","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yhqm6ivqkx4jx8rr3uaf.jpg","false","false","null","2020-10-14T00:00:00-07:00","null","null","null","null","null","2624356","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The new and convenient way to make authentic Middle Eastern-style coffee.","[""coffee"",""kitchen"",""food"",""restaurant""]","Zou Zou Coffee Machine"
"null","Energy & Green Tech","/explore/energy-green-tech","/projects/lucis-2-1-wireless-bamboo-moodlamp-powerbank","2017-09-19T23:59:59-07:00","USD","23675","5.993664554852","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iu0ykdsogflrkatnn4my.jpg","false","false","null","2017-09-18T23:59:59-07:00","null","null","null","null","shipping","2217326","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Just touch to control Color & Brightness! Intuitive Wireless touch lamp made from sustainable Bamboo","[""social innovations"",""wireless""]","Lucis 2.1 Wireless Bamboo MoodLamp & Powerbank"
"null","Human Rights","/explore/human-rights","/projects/donald-dump-toilet-paper-take-down-trump","2016-09-30T23:59:59-07:00","USD","284","0.018933333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/neycrjksiqym0agf7lrd.jpg","false","false","null","2016-09-10T00:17:57-07:00","null","null","null","null","null","1889438","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Take down Trump by taking a Donald Dump","[""other""]","Donald Dump Toilet Paper: Take Down Trump"
"null","Tabletop Games","/explore/tabletop-games","/projects/tabletop-tiddies-season-one","2020-10-31T23:59:59-07:00","CAD","1333","0.2666","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/duiuaercegxjwounhn3d.jpg","false","false","null","2020-09-01T00:00:00-07:00","null","null","null","null","null","2625367","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Madness ensues when five theatre majors take on a D&D adventure!","[""female founders"",""women"",""adventure"",""community"",""recording""]","Tabletop Tiddies Season One"
"null","Film","/explore/film","/projects/frill","2021-02-14T23:59:59-08:00","GBP","249","0.249","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qutdd2niumccm1ikclbr.jpg","false","false","null","2020-12-16T00:00:00-08:00","null","null","null","null","null","2647695","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","an experimental grad film celebrating women and queer people of colour.","[""short film""]","Frill"
"null","Photography","/explore/photography","/projects/save-paige-s-mac","2012-10-09T23:59:59-07:00","USD","415","0.51875","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vdxsgs6eije2bdekig4d.jpg","false","false","null","2012-07-11T16:12:40-07:00","null","null","null","null","null","163745","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Damage to my new Macbook Pro has put my love for photography and photo editing to a halt. \r
\r
I'm facing $755 in damages that are not covered by warranty. ","[""other""]","Save Paige's Mac!"
"null","Dance & Theater","/explore/dance-theater","/projects/story-stones-with-tinao","2021-02-22T23:59:59-08:00","CAD","461","0.01844","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jvvs2p1abtuh5na0wavb.jpg","false","false","null","2020-12-24T00:00:00-08:00","null","null","null","null","null","2647414","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Listen to the stories of the stones. Purchase the book, tix to the show, and support the 2021 Tour.","[""indie"",""comedy"",""drama"",""female founders"",""other""]","Story Stones with TinaO"
"null","Dance & Theater","/explore/dance-theater","/projects/sleeping-beauty-the-musical--2","2015-03-27T23:59:59-07:00","GBP","10","0.01","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dgb94whnajywldidzioa.jpg","false","false","null","2015-01-26T09:53:39-08:00","null","null","null","null","null","1104711","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A brand new fairy tale musical","[""other""]","Sleeping Beauty The Musical"
